engine;iter;model;width;depth;int_delay;ext_delay;model_time;runner_time;sim_time;total_time
xdevs-rs-no_std-f64;1;LI;2;26;0;0;0.000247;1.9e-05;0.000328;0.000594
xdevs-rs-no_std-f64;2;LI;2;26;0;0;0.000247;2e-05;0.000327;0.000594
xdevs-rs-no_std-f64;3;LI;2;26;0;0;0.000247;1.9e-05;0.000328;0.000594
xdevs-rs-no_std-f64;4;LI;2;26;0;0;0.000247;2e-05;0.000328;0.000595
xdevs-rs-no_std-f64;5;LI;2;26;0;0;0.000247;2e-05;0.000327;0.000594
xdevs-rs-no_std-f64;6;LI;2;26;0;0;0.000247;1.9e-05;0.000328;0.000594
xdevs-rs-no_std-f64;7;LI;2;26;0;0;0.000247;2e-05;0.000327;0.000594
xdevs-rs-no_std-f64;8;LI;2;26;0;0;0.000247;2e-05;0.000328;0.000595
xdevs-rs-no_std-f64;9;LI;2;26;0;0;0.000247;2e-05;0.000328;0.000595
xdevs-rs-no_std-f64;0;LI;2;28;0;0;0.000264;1.9e-05;0.000345;0.000628
xdevs-rs-no_std-f64;1;LI;2;28;0;0;0.000264;1.9e-05;0.000345;0.000628
xdevs-rs-no_std-f64;2;LI;2;28;0;0;0.000264;1.9e-05;0.000345;0.000628
xdevs-rs-no_std-f64;3;LI;2;28;0;0;0.000264;1.9e-05;0.000345;0.000628
xdevs-rs-no_std-f64;4;LI;2;28;0;0;0.000265;1.9e-05;0.000344;0.000628
xdevs-rs-no_std-f64;5;LI;2;28;0;0;0.000265;1.9e-05;0.000344;0.000628
xdevs-rs-no_std-f64;6;LI;2;28;0;0;0.000265;1.9e-05;0.000344;0.000628
xdevs-rs-no_std-f64;7;LI;2;28;0;0;0.000264;1.9e-05;0.000345;0.000628
xdevs-rs-no_std-f64;8;LI;2;28;0;0;0.000265;1.9e-05;0.000344;0.000628
xdevs-rs-no_std-f64;9;LI;2;28;0;0;0.000264;1.9e-05;0.000344;0.000627
xdevs-rs-no_std-f64;0;LI;2;30;0;0;0.000281;1.7e-05;0.000358;0.000656
xdevs-rs-no_std-f64;1;LI;2;30;0;0;0.00028;1.7e-05;0.000358;0.000655
xdevs-rs-no_std-f64;2;LI;2;30;0;0;0.000281;1.7e-05;0.000358;0.000656
xdevs-rs-no_std-f64;3;LI;2;30;0;0;0.00028;1.8e-05;0.000359;0.000657
xdevs-rs-no_std-f64;4;LI;2;30;0;0;0.00028;1.8e-05;0.000359;0.000657
xdevs-rs-no_std-f64;5;LI;2;30;0;0;0.00028;1.7e-05;0.000358;0.000655
xdevs-rs-no_std-f64;6;LI;2;30;0;0;0.00028;1.8e-05;0.000359;0.000657
xdevs-rs-no_std-f64;7;LI;2;30;0;0;0.00028;1.8e-05;0.000359;0.000657
xdevs-rs-no_std-f64;8;LI;2;30;0;0;0.000281;1.7e-05;0.000358;0.000656
xdevs-rs-no_std-f64;9;LI;2;30;0;0;0.000281;1.7e-05;0.000358;0.000656
xdevs-rs-no_std-f64;0;LI;4;2;0;0;5.6e-05;1.8e-05;0.000167;0.000241
xdevs-rs-no_std-f64;1;LI;4;2;0;0;5.6e-05;1.8e-05;0.000167;0.000241
xdevs-rs-no_std-f64;2;LI;4;2;0;0;5.5e-05;1.8e-05;0.000168;0.000241
xdevs-rs-no_std-f64;3;LI;4;2;0;0;5.5e-05;1.8e-05;0.000168;0.000241
xdevs-rs-no_std-f64;4;LI;4;2;0;0;5.5e-05;1.8e-05;0.000168;0.000241
xdevs-rs-no_std-f64;5;LI;4;2;0;0;5.5e-05;1.8e-05;0.000168;0.000241
xdevs-rs-no_std-f64;6;LI;4;2;0;0;5.6e-05;1.8e-05;0.000167;0.000241
xdevs-rs-no_std-f64;7;LI;4;2;0;0;5.6e-05;1.8e-05;0.000167;0.000241
xdevs-rs-no_std-f64;8;LI;4;2;0;0;5.5e-05;1.8e-05;0.000168;0.000241
xdevs-rs-no_std-f64;9;LI;4;2;0;0;5.5e-05;1.8e-05;0.000168;0.000241
xdevs-rs-no_std-f64;0;LI;4;4;0;0;8e-05;1.5e-05;0.000207;0.000302
xdevs-rs-no_std-f64;1;LI;4;4;0;0;8.1e-05;1.6e-05;0.000207;0.000304
xdevs-rs-no_std-f64;2;LI;4;4;0;0;8.1e-05;1.6e-05;0.000207;0.000304
xdevs-rs-no_std-f64;3;LI;4;4;0;0;8e-05;1.5e-05;0.000207;0.000302
xdevs-rs-no_std-f64;4;LI;4;4;0;0;8e-05;1.5e-05;0.000207;0.000302
xdevs-rs-no_std-f64;5;LI;4;4;0;0;8.1e-05;1.5e-05;0.000207;0.000303
xdevs-rs-no_std-f64;6;LI;4;4;0;0;8e-05;1.5e-05;0.000207;0.000302
xdevs-rs-no_std-f64;7;LI;4;4;0;0;8e-05;1.5e-05;0.000207;0.000302
xdevs-rs-no_std-f64;8;LI;4;4;0;0;8e-05;1.5e-05;0.000207;0.000302
xdevs-rs-no_std-f64;9;LI;4;4;0;0;8e-05;1.5e-05;0.000207;0.000302
xdevs-rs-no_std-f64;0;LI;4;6;0;0;0.00011;1.6e-05;0.00024;0.000366
xdevs-rs-no_std-f64;1;LI;4;6;0;0;0.000109;1.6e-05;0.00024;0.000365
xdevs-rs-no_std-f64;2;LI;4;6;0;0;0.00011;1.6e-05;0.00024;0.000366
xdevs-rs-no_std-f64;3;LI;4;6;0;0;0.000109;1.6e-05;0.00024;0.000365
xdevs-rs-no_std-f64;4;LI;4;6;0;0;0.00011;1.7e-05;0.00024;0.000367
xdevs-rs-no_std-f64;5;LI;4;6;0;0;0.000109;1.6e-05;0.00024;0.000365
xdevs-rs-no_std-f64;6;LI;4;6;0;0;0.000109;1.6e-05;0.00024;0.000365
xdevs-rs-no_std-f64;7;LI;4;6;0;0;0.00011;1.7e-05;0.00024;0.000367
xdevs-rs-no_std-f64;8;LI;4;6;0;0;0.000109;1.6e-05;0.00024;0.000365
xdevs-rs-no_std-f64;9;LI;4;6;0;0;0.00011;1.6e-05;0.00024;0.000366
xdevs-rs-no_std-f64;0;LI;4;8;0;0;0.000139;2e-05;0.00028;0.000439
xdevs-rs-no_std-f64;1;LI;4;8;0;0;0.000139;2e-05;0.00028;0.000439
xdevs-rs-no_std-f64;2;LI;4;8;0;0;0.000139;2e-05;0.00028;0.000439
xdevs-rs-no_std-f64;3;LI;4;8;0;0;0.000139;2e-05;0.00028;0.000439
xdevs-rs-no_std-f64;4;LI;4;8;0;0;0.000138;2e-05;0.00028;0.000438
xdevs-rs-no_std-f64;5;LI;4;8;0;0;0.000139;2e-05;0.00028;0.000439
xdevs-rs-no_std-f64;6;LI;4;8;0;0;0.000139;2e-05;0.000279;0.000438
xdevs-rs-no_std-f64;7;LI;4;8;0;0;0.000139;2e-05;0.00028;0.000439
xdevs-rs-no_std-f64;8;LI;4;8;0;0;0.000139;2e-05;0.00028;0.000439
xdevs-rs-no_std-f64;9;LI;4;8;0;0;0.000139;2e-05;0.00028;0.000439
xdevs-rs-no_std-f64;0;LI;4;10;0;0;0.000164;1.6e-05;0.00032;0.0005
xdevs-rs-no_std-f64;1;LI;4;10;0;0;0.000164;1.5e-05;0.000321;0.0005
xdevs-rs-no_std-f64;2;LI;4;10;0;0;0.000164;1.5e-05;0.000321;0.0005
xdevs-rs-no_std-f64;3;LI;4;10;0;0;0.000164;1.6e-05;0.00032;0.0005
xdevs-rs-no_std-f64;4;LI;4;10;0;0;0.000164;1.5e-05;0.000321;0.0005
xdevs-rs-no_std-f64;5;LI;4;10;0;0;0.000164;1.5e-05;0.000321;0.0005
xdevs-rs-no_std-f64;6;LI;4;10;0;0;0.000164;1.5e-05;0.000321;0.0005
xdevs-rs-no_std-f64;7;LI;4;10;0;0;0.000164;1.5e-05;0.00032;0.000499
xdevs-rs-no_std-f64;8;LI;4;10;0;0;0.000164;1.5e-05;0.000321;0.0005
xdevs-rs-no_std-f64;9;LI;4;10;0;0;0.000164;1.5e-05;0.000321;0.0005
xdevs-rs-no_std-f64;0;LI;4;12;0;0;0.000192;1.6e-05;0.000356;0.000564
xdevs-rs-no_std-f64;1;LI;4;12;0;0;0.000193;1.6e-05;0.000357;0.000566
xdevs-rs-no_std-f64;2;LI;4;12;0;0;0.000192;1.7e-05;0.000356;0.000565
xdevs-rs-no_std-f64;3;LI;4;12;0;0;0.000192;1.6e-05;0.000356;0.000564
xdevs-rs-no_std-f64;4;LI;4;12;0;0;0.000192;1.6e-05;0.000356;0.000564
xdevs-rs-no_std-f64;5;LI;4;12;0;0;0.000192;1.7e-05;0.000356;0.000565
xdevs-rs-no_std-f64;6;LI;4;12;0;0;0.000193;1.6e-05;0.000357;0.000566
